locus_tag	ftype	length_bp	gene	EC_number	COG	product
COOAFFBM_04402	CDS	1569	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
COOAFFBM_04403	CDS	1140	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
COOAFFBM_04404	CDS	114	cydX	7.1.1.7	COG4890	Cytochrome bd-I ubiquinol oxidase subunit X
COOAFFBM_04405	CDS	294				hypothetical protein
COOAFFBM_04406	CDS	405	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
COOAFFBM_04407	CDS	693	tolQ		COG0811	Tol-Pal system protein TolQ
COOAFFBM_04408	CDS	429	tolR		COG0848	Tol-Pal system protein TolR
COOAFFBM_04409	CDS	1266	tolA		COG3064	Tol-Pal system protein TolA
COOAFFBM_04410	CDS	1293	tolB		COG0823	Tol-Pal system protein TolB
COOAFFBM_04411	CDS	522	pal_2		COG2885	Peptidoglycan-associated lipoprotein
COOAFFBM_04412	CDS	792	cpoB		COG1729	Cell division coordinator CpoB
COOAFFBM_04413	tRNA	76				tRNA-Lys(ttt)
COOAFFBM_04414	CDS	219				Tn3 family transposase Tn2
COOAFFBM_04415	CDS	1263				IS1380 family transposase ISEcp1
COOAFFBM_04416	CDS	123				hypothetical protein
COOAFFBM_04417	CDS	876	bla_1	3.5.2.6		Beta-lactamase CTX-M-1
COOAFFBM_04418	CDS	273				hypothetical protein
COOAFFBM_04419	CDS	2550				Tn3 family transposase Tn2
COOAFFBM_04420	CDS	1347				hypothetical protein
COOAFFBM_04421	CDS	603				hypothetical protein
COOAFFBM_04422	CDS	510				hypothetical protein
COOAFFBM_04423	CDS	1077	repA_1			Replication initiation protein
COOAFFBM_04424	CDS	288				hypothetical protein
COOAFFBM_04425	CDS	534	rfaH_2			Transcription antitermination protein RfaH
COOAFFBM_04426	CDS	684				hypothetical protein
COOAFFBM_04427	CDS	255				hypothetical protein
COOAFFBM_04428	CDS	594				hypothetical protein
COOAFFBM_04429	CDS	1068				hypothetical protein
COOAFFBM_04430	CDS	438				hypothetical protein
COOAFFBM_04431	CDS	1683				hypothetical protein
COOAFFBM_04432	CDS	1296				hypothetical protein
COOAFFBM_04433	CDS	453				hypothetical protein
COOAFFBM_04434	CDS	1554				hypothetical protein
COOAFFBM_04435	CDS	1086				hypothetical protein
COOAFFBM_04436	CDS	615				hypothetical protein
COOAFFBM_04437	CDS	561				hypothetical protein
COOAFFBM_04438	CDS	657				hypothetical protein
COOAFFBM_04439	CDS	195	bfd		COG2906	Bacterioferritin-associated ferredoxin
COOAFFBM_04440	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
COOAFFBM_04441	CDS	468				hypothetical protein
COOAFFBM_04442	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
COOAFFBM_04443	CDS	630	rplC		COG0087	50S ribosomal protein L3
COOAFFBM_04444	CDS	606	rplD		COG0088	50S ribosomal protein L4
COOAFFBM_04445	CDS	303	rplW		COG0089	50S ribosomal protein L23
COOAFFBM_04446	CDS	822	rplB		COG0090	50S ribosomal protein L2
COOAFFBM_04447	CDS	279	rpsS		COG0185	30S ribosomal protein S19
COOAFFBM_04448	CDS	333	rplV		COG0091	50S ribosomal protein L22
COOAFFBM_04449	CDS	702	rpsC		COG0092	30S ribosomal protein S3
COOAFFBM_04450	CDS	411	rplP		COG0197	50S ribosomal protein L16
COOAFFBM_04451	CDS	192	rpmC		COG0255	50S ribosomal protein L29
COOAFFBM_04452	CDS	255	rpsQ		COG0186	30S ribosomal protein S17
COOAFFBM_04453	CDS	372	rplN		COG0093	50S ribosomal protein L14
COOAFFBM_04454	CDS	315	rplX		COG0198	50S ribosomal protein L24
COOAFFBM_04455	CDS	540	rplE		COG0094	50S ribosomal protein L5
COOAFFBM_04456	CDS	306	rpsN		COG0199	30S ribosomal protein S14
COOAFFBM_04457	CDS	393	rpsH		COG0096	30S ribosomal protein S8
COOAFFBM_04458	CDS	534	rplF		COG0097	50S ribosomal protein L6
COOAFFBM_04459	CDS	354	rplR		COG0256	50S ribosomal protein L18
COOAFFBM_04460	CDS	504	rpsE		COG0098	30S ribosomal protein S5
COOAFFBM_04461	CDS	180	rpmD		COG1841	50S ribosomal protein L30
COOAFFBM_04462	CDS	435	rplO		COG0200	50S ribosomal protein L15
COOAFFBM_04463	CDS	1332	secY		COG0201	Protein translocase subunit SecY
COOAFFBM_04464	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
COOAFFBM_04465	CDS	357	rpsM		COG0099	30S ribosomal protein S13
COOAFFBM_04466	CDS	390	rpsK		COG0100	30S ribosomal protein S11
COOAFFBM_04467	CDS	621	rpsD		COG0522	30S ribosomal protein S4
COOAFFBM_04468	CDS	990	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
COOAFFBM_04469	CDS	384	rplQ		COG0203	50S ribosomal protein L17
COOAFFBM_04470	CDS	369				hypothetical protein
COOAFFBM_04471	CDS	426	zntR		COG0789	HTH-type transcriptional regulator ZntR
COOAFFBM_04472	CDS	219	arfA		COG3036	Alternative ribosome-rescue factor A
COOAFFBM_04473	CDS	411	mscL		COG1970	Large-conductance mechanosensitive channel
COOAFFBM_04474	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
COOAFFBM_04475	CDS	1290	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
COOAFFBM_04476	CDS	948	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
COOAFFBM_04477	CDS	510	def	3.5.1.88	COG0242	Peptide deformylase
COOAFFBM_04478	CDS	1125				hypothetical protein
COOAFFBM_04479	CDS	474	smg			Protein Smg
COOAFFBM_04480	CDS	543	topA_2	5.6.2.1	COG0550	DNA topoisomerase 1
COOAFFBM_04481	CDS	573	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
COOAFFBM_04482	CDS	819	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
COOAFFBM_04483	CDS	258				hypothetical protein
COOAFFBM_04484	CDS	555	yrdA_2		COG0663	Protein YrdA
COOAFFBM_04485	CDS	213				hypothetical protein
COOAFFBM_04486	CDS	618	gstB_2	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
COOAFFBM_04487	CDS	1500	ansP2		COG1113	L-asparagine permease 2
COOAFFBM_04488	CDS	1062	yncE		COG3391	putative protein YncE
COOAFFBM_04489	CDS	2103	cntO			Metal-pseudopaline receptor CntO
COOAFFBM_04490	CDS	666	mcbR		COG1802	HTH-type transcriptional regulator McbR
COOAFFBM_04491	CDS	1038	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
COOAFFBM_04492	CDS	519	mnaT	2.3.1.-	COG1247	L-amino acid N-acyltransferase MnaT
COOAFFBM_04493	CDS	450	ydcZ		COG3238	Inner membrane protein YdcZ
COOAFFBM_04494	CDS	234	ydcY			putative protein YdcY
COOAFFBM_04495	CDS	174	ortT			Orphan toxin OrtT
COOAFFBM_04496	CDS	810	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
COOAFFBM_04497	CDS	1425	prr	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
COOAFFBM_04498	CDS	795	ydcV_3			Inner membrane ABC transporter permease protein YdcV
COOAFFBM_04499	CDS	942	ydcU		COG1176	Inner membrane ABC transporter permease protein YdcU
COOAFFBM_04500	CDS	1014	potA_3	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
COOAFFBM_04501	CDS	1146	ydcS	2.3.1.-		Bifunctional polyhydroxybutyrate synthase / ABC transporter periplasmic binding protein
COOAFFBM_04502	CDS	1407	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
COOAFFBM_04503	CDS	438	hicB		COG1598	Antitoxin HicB
COOAFFBM_04504	CDS	195				hypothetical protein
COOAFFBM_04505	CDS	171				hypothetical protein
COOAFFBM_04506	CDS	1962	rlhA_2		COG0826	23S rRNA 5-hydroxycytidine synthase
COOAFFBM_04507	CDS	537	sutR		COG1396	HTH-type transcriptional regulator SutR
COOAFFBM_04508	CDS	1176	ydcO		COG3135	Inner membrane protein YdcO
COOAFFBM_04509	CDS	1500				hypothetical protein
COOAFFBM_04510	CDS	1638				hypothetical protein
COOAFFBM_04511	CDS	1041				hypothetical protein
COOAFFBM_04512	CDS	639				hypothetical protein
COOAFFBM_04513	CDS	639	yceD_2		COG2310	General stress protein 16U
COOAFFBM_04514	CDS	639				hypothetical protein
COOAFFBM_04515	CDS	468				hypothetical protein
COOAFFBM_04516	CDS	1209				hypothetical protein
COOAFFBM_04517	CDS	957				hypothetical protein
COOAFFBM_04518	CDS	1080	stiP	3.4.22.-		Cysteine protease StiP
COOAFFBM_04519	CDS	774				hypothetical protein
COOAFFBM_04520	CDS	1143				hypothetical protein
COOAFFBM_04521	CDS	1059				hypothetical protein
COOAFFBM_04522	CDS	582	yceD_3		COG2310	General stress protein 16U
COOAFFBM_04523	CDS	1158				hypothetical protein
COOAFFBM_04524	CDS	456				hypothetical protein
COOAFFBM_04525	CDS	1041	alx_2		COG0861	Putative membrane-bound redox modulator Alx
COOAFFBM_04526	CDS	579	yceD_4		COG2310	General stress protein 16U
COOAFFBM_04527	CDS	576	yceD_5		COG2310	General stress protein 16U
COOAFFBM_04528	CDS	1242				hypothetical protein
COOAFFBM_04529	CDS	426				hypothetical protein
COOAFFBM_04530	CDS	90				hypothetical protein
COOAFFBM_04531	CDS	159				hypothetical protein
COOAFFBM_04532	CDS	1245	sstT		COG3633	Serine/threonine transporter SstT
COOAFFBM_04533	CDS	552	ygjV			Inner membrane protein YgjV
COOAFFBM_04534	CDS	1488	uxaA	4.2.1.7	COG2721	Altronate dehydratase
COOAFFBM_04535	CDS	1413	uxaC	5.3.1.12	COG1904	Uronate isomerase
COOAFFBM_04536	CDS	1299	exuT			Hexuronate transporter
COOAFFBM_04537	CDS	1089	cfaE			CFA/I fimbrial subunit E
COOAFFBM_04538	CDS	2685				hypothetical protein
COOAFFBM_04539	CDS	501	cfaB			CFA/I fimbrial subunit B
COOAFFBM_04540	CDS	717				hypothetical protein
COOAFFBM_04541	CDS	777	lldR_2		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
COOAFFBM_04542	CDS	663	yqjA		COG0586	Inner membrane protein YqjA
COOAFFBM_04543	CDS	384	mzrA			Modulator protein MzrA
COOAFFBM_04544	CDS	369	yqjC			Protein YqjC
COOAFFBM_04545	CDS	306	yqjD		COG4575	putative protein YqjD
COOAFFBM_04546	CDS	405	yqjE		COG5393	Inner membrane protein YqjE
COOAFFBM_04547	CDS	300				hypothetical protein
COOAFFBM_04548	CDS	483	yqjF		COG2259	Inner membrane protein YqjF
COOAFFBM_04549	CDS	987	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
COOAFFBM_04550	CDS	366	yhaH		COG3152	Inner membrane protein YhaH
COOAFFBM_04551	CDS	261				hypothetical protein
COOAFFBM_04552	CDS	141				hypothetical protein
COOAFFBM_04553	CDS	300	ihfA		COG0776	Integration host factor subunit alpha
COOAFFBM_04554	CDS	2388	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
COOAFFBM_04555	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
COOAFFBM_04556	CDS	357	rplT		COG0292	50S ribosomal protein L20
COOAFFBM_04557	CDS	198	rpmI		COG0291	50S ribosomal protein L35
COOAFFBM_04558	CDS	435	infC		COG0290	Translation initiation factor IF-3
COOAFFBM_04559	CDS	1929	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
COOAFFBM_04560	CDS	1116				hypothetical protein
COOAFFBM_04561	CDS	681				hypothetical protein
COOAFFBM_04562	CDS	108	yniD			putative protein YniD
COOAFFBM_04563	CDS	759				hypothetical protein
COOAFFBM_04564	CDS	930	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
COOAFFBM_04565	CDS	291				hypothetical protein
COOAFFBM_04566	CDS	861		2.7.1.-	COG3001	putative ketoamine kinase
COOAFFBM_04567	CDS	537				hypothetical protein
COOAFFBM_04568	CDS	669	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
COOAFFBM_04569	CDS	591	ydjM		COG1988	Inner membrane protein YdjM
COOAFFBM_04570	CDS	1392	tcyP		COG1823	L-cystine uptake protein TcyP
COOAFFBM_04571	CDS	231				hypothetical protein
COOAFFBM_04572	CDS	96				hypothetical protein
COOAFFBM_04573	CDS	435				hypothetical protein
COOAFFBM_04574	CDS	246				hypothetical protein
COOAFFBM_04575	CDS	162				hypothetical protein
COOAFFBM_04576	CDS	210	mchI			Microcin H47 immunity protein MchI
COOAFFBM_04577	CDS	90				hypothetical protein
COOAFFBM_04578	CDS	1551				hypothetical protein
COOAFFBM_04579	CDS	453				hypothetical protein
COOAFFBM_04580	CDS	1275	cvaA		COG0845	Colicin V secretion protein CvaA
COOAFFBM_04581	CDS	2103	ltxB	7.4.2.5	COG2274	Leukotoxin export ATP-binding protein LtxB
COOAFFBM_04582	CDS	324				hypothetical protein
COOAFFBM_04583	CDS	459				hypothetical protein
COOAFFBM_04584	CDS	510				hypothetical protein
COOAFFBM_04585	CDS	624				hypothetical protein
COOAFFBM_04586	CDS	234				hypothetical protein
COOAFFBM_04587	CDS	576				hypothetical protein
COOAFFBM_04588	CDS	2682	recD_2	3.1.11.5		RecBCD enzyme subunit RecD
COOAFFBM_04589	CDS	1098	cysH_2	1.8.4.8		Phosphoadenosine phosphosulfate reductase
COOAFFBM_04590	CDS	120				hypothetical protein
COOAFFBM_04591	CDS	825	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
COOAFFBM_04592	CDS	1557	ptsG_2	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
COOAFFBM_04593	CDS	690	nanE_2	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
COOAFFBM_04594	CDS	294				IS110 family transposase ISEc21
COOAFFBM_04595	CDS	1032	gntR_3			HTH-type transcriptional regulator GntR
COOAFFBM_04596	CDS	444	ulaC_2		COG1762	Ascorbate-specific PTS system EIIA component
COOAFFBM_04597	CDS	288	ulaB_2	2.7.1.194		Ascorbate-specific PTS system EIIB component
COOAFFBM_04598	CDS	1257	ulaA_2		COG3037	Ascorbate-specific PTS system EIIC component
COOAFFBM_04599	CDS	255				hypothetical protein
COOAFFBM_04600	CDS	1014				hypothetical protein
COOAFFBM_04601	CDS	1317	fucP_2		COG0738	L-fucose-proton symporter
COOAFFBM_04602	CDS	921	rbsK_2	2.7.1.15		Ribokinase
COOAFFBM_04603	CDS	783	deoR_2		COG1349	Deoxyribose operon repressor
COOAFFBM_04604	CDS	282				hypothetical protein
COOAFFBM_04605	CDS	873				IS66 family transposase ISEc23
COOAFFBM_04606	CDS	897	yhaJ_2			HTH-type transcriptional regulator YhaJ
COOAFFBM_04607	CDS	702	yhaK		COG1741	Pirin-like protein YhaK
COOAFFBM_04608	CDS	165				hypothetical protein
COOAFFBM_04609	CDS	1311				hypothetical protein
COOAFFBM_04610	CDS	1332	dlsT		COG0814	putative serine transporter
COOAFFBM_04611	CDS	1365	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
COOAFFBM_04612	CDS	390	tdcF	3.5.4.-	COG0251	Putative reactive intermediate deaminase TdcF
COOAFFBM_04613	CDS	2295	tdcE	2.3.1.-	COG1882	PFL-like enzyme TdcE
COOAFFBM_04614	CDS	1209	tdcD	2.7.2.15	COG0282	Propionate kinase
COOAFFBM_04615	CDS	1332	tdcC		COG0814	Threonine/serine transporter TdcC
COOAFFBM_04616	CDS	990	tdcB	4.3.1.19	COG1171	L-threonine dehydratase catabolic TdcB
COOAFFBM_04617	CDS	939	tsaR_2			HTH-type transcriptional regulator TsaR
COOAFFBM_04618	CDS	540				hypothetical protein
COOAFFBM_04619	CDS	1188				hypothetical protein
COOAFFBM_04620	CDS	1449	cusS_2	2.7.13.3	COG0642	Sensor histidine kinase CusS
COOAFFBM_04621	CDS	684	cusR_2		COG0745	Transcriptional regulatory protein CusR
COOAFFBM_04622	CDS	1383	cusC_3		COG1538	Cation efflux system protein CusC
COOAFFBM_04623	CDS	333	cusF_2		COG5569	Cation efflux system protein CusF
COOAFFBM_04624	CDS	1224	cusB_2			Cation efflux system protein CusB
COOAFFBM_04625	CDS	3144	cusA_2		COG3696	Cation efflux system protein CusA
COOAFFBM_04626	CDS	1377	pheP		COG1113	Phenylalanine-specific permease
COOAFFBM_04627	CDS	1248	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
COOAFFBM_04628	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
COOAFFBM_04629	CDS	369				hypothetical protein
COOAFFBM_04630	CDS	249				hypothetical protein
COOAFFBM_04631	CDS	1119	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
COOAFFBM_04632	CDS	153	hokE_2			Toxic protein HokE
COOAFFBM_04633	CDS	294				hypothetical protein
COOAFFBM_04634	CDS	2871				hypothetical protein
COOAFFBM_04635	CDS	1629				hypothetical protein
COOAFFBM_04636	CDS	2388				hypothetical protein
COOAFFBM_04637	CDS	981	ftsH_2	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
COOAFFBM_04638	CDS	2850	rapA_2	3.6.4.-		RNA polymerase-associated protein RapA
COOAFFBM_04639	CDS	594				hypothetical protein
COOAFFBM_04640	CDS	264				hypothetical protein
COOAFFBM_04641	CDS	1134				IS110 family transposase ISEc45
COOAFFBM_04642	CDS	168				hypothetical protein
COOAFFBM_04643	CDS	927				hypothetical protein
COOAFFBM_04644	CDS	1194				hypothetical protein
COOAFFBM_04645	CDS	1725	iucA	6.3.2.38		N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase
COOAFFBM_04646	CDS	948	iucB	2.3.1.102		N(6)-hydroxylysine O-acetyltransferase
COOAFFBM_04647	CDS	1743	iucC	6.3.2.39	COG4264	Aerobactin synthase
COOAFFBM_04648	CDS	1338	iucD	1.14.13.59	COG3486	L-lysine N6-monooxygenase
COOAFFBM_04649	CDS	2199	iutA			Ferric aerobactin receptor
COOAFFBM_04650	CDS	258				hypothetical protein
COOAFFBM_04651	CDS	768	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
COOAFFBM_04652	CDS	957	fecD		COG0609	Fe(3+) dicitrate transport system permease protein FecD
COOAFFBM_04653	CDS	999	fecC		COG0609	Fe(3+) dicitrate transport system permease protein FecC
COOAFFBM_04654	CDS	903	fecB		COG4594	Fe(3+) dicitrate-binding periplasmic protein
COOAFFBM_04655	CDS	2325	fecA		COG4772	Fe(3+) dicitrate transport protein FecA
COOAFFBM_04656	CDS	954	fecR		COG3712	Protein FecR
COOAFFBM_04657	CDS	522	fecI		COG1595	putative RNA polymerase sigma factor FecI
COOAFFBM_04658	CDS	111				hypothetical protein
COOAFFBM_04659	CDS	258				hypothetical protein
COOAFFBM_04660	CDS	1359				hypothetical protein
COOAFFBM_04661	CDS	378				IS66 family transposase ISEc8
COOAFFBM_04662	CDS	417				hypothetical protein
COOAFFBM_04663	CDS	981	parM_2			Plasmid segregation protein ParM
COOAFFBM_04664	CDS	309				hypothetical protein
COOAFFBM_04665	CDS	645				hypothetical protein
COOAFFBM_04666	CDS	807	xerC_7			Tyrosine recombinase XerC
COOAFFBM_04667	CDS	306	ccdB			Toxin CcdB
COOAFFBM_04668	CDS	219	ccdA			Antitoxin CcdA
COOAFFBM_04669	CDS	231				hypothetical protein
COOAFFBM_04670	CDS	429	vapC_2	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
COOAFFBM_04671	CDS	252				hypothetical protein
COOAFFBM_04672	CDS	978	repB			RepFIB replication protein A
COOAFFBM_04673	CDS	120				hypothetical protein
COOAFFBM_04674	CDS	741	xerC_8			Tyrosine recombinase XerC
COOAFFBM_04675	CDS	258				hypothetical protein
COOAFFBM_04676	CDS	183				hypothetical protein
COOAFFBM_04677	CDS	276				hypothetical protein
COOAFFBM_04678	CDS	279				hypothetical protein
COOAFFBM_04679	CDS	681				hypothetical protein
COOAFFBM_04680	CDS	255				hypothetical protein
COOAFFBM_04681	CDS	348				hypothetical protein
COOAFFBM_04682	CDS	405				hypothetical protein
COOAFFBM_04683	CDS	2091	cirA_2		COG4771	Colicin I receptor
COOAFFBM_04684	CDS	219				hypothetical protein
COOAFFBM_04685	CDS	129				hypothetical protein
COOAFFBM_04686	CDS	195				hypothetical protein
COOAFFBM_04687	CDS	180				hypothetical protein
COOAFFBM_04688	CDS	273				hypothetical protein
COOAFFBM_04689	CDS	198				hypothetical protein
COOAFFBM_04690	CDS	1125	elmGT	2.4.1.331		Elloramycin glycosyltransferase ElmGT
COOAFFBM_04691	CDS	1275	fes_2		COG2382	Enterochelin esterase
COOAFFBM_04692	CDS	651				hypothetical protein
COOAFFBM_04693	CDS	564				hypothetical protein
COOAFFBM_04694	CDS	462				hypothetical protein
COOAFFBM_04695	CDS	390				hypothetical protein
COOAFFBM_04696	CDS	1215				hypothetical protein
COOAFFBM_04697	CDS	1008				hypothetical protein
COOAFFBM_04698	CDS	2145				hypothetical protein
COOAFFBM_04699	CDS	1707				hypothetical protein
COOAFFBM_04700	CDS	816				hypothetical protein
COOAFFBM_04701	CDS	582	ais_3	3.1.3.-		Lipopolysaccharide core heptose(II)-phosphate phosphatase
COOAFFBM_04702	CDS	516				hypothetical protein
COOAFFBM_04703	CDS	114				hypothetical protein
COOAFFBM_04704	CDS	534	rrrD_2	3.2.1.17	COG3772	Lysozyme RrrD
COOAFFBM_04705	CDS	432	intS_4		COG0582	Prophage integrase IntS
COOAFFBM_04706	CDS	153				hypothetical protein
COOAFFBM_04707	CDS	2970				hypothetical protein
COOAFFBM_04708	CDS	603				hypothetical protein
COOAFFBM_04709	CDS	108				hypothetical protein
COOAFFBM_04710	CDS	801				hypothetical protein
COOAFFBM_04711	CDS	3858	pet	3.4.21.-		Serine protease pet autotransporter
COOAFFBM_04712	CDS	582				hypothetical protein
COOAFFBM_04713	CDS	1068				hypothetical protein
COOAFFBM_04714	CDS	279				hypothetical protein
COOAFFBM_04715	CDS	618				hypothetical protein
COOAFFBM_04716	CDS	735				hypothetical protein
COOAFFBM_04717	CDS	141				hypothetical protein
COOAFFBM_04718	CDS	402				hypothetical protein
COOAFFBM_04719	CDS	657				hypothetical protein
COOAFFBM_04720	CDS	447				hypothetical protein
COOAFFBM_04721	CDS	252				hypothetical protein
COOAFFBM_04722	CDS	1266				hypothetical protein
COOAFFBM_04723	CDS	513				hypothetical protein
COOAFFBM_04724	CDS	651				hypothetical protein
COOAFFBM_04725	CDS	1047				hypothetical protein
COOAFFBM_04726	CDS	792	nei	3.2.2.-	COG0266	Endonuclease 8
COOAFFBM_04727	CDS	735	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
COOAFFBM_04728	CDS	933	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
COOAFFBM_04729	CDS	657	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
COOAFFBM_04730	CDS	744	ybgI		COG0327	GTP cyclohydrolase 1 type 2 
COOAFFBM_04731	CDS	1482	dtpD		COG3104	Dipeptide permease D
COOAFFBM_04732	CDS	1419	phrB	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
COOAFFBM_04733	CDS	510				hypothetical protein
COOAFFBM_04734	CDS	738				hypothetical protein
COOAFFBM_04735	CDS	141				hypothetical protein
COOAFFBM_04736	CDS	402				hypothetical protein
COOAFFBM_04737	CDS	657				hypothetical protein
COOAFFBM_04738	CDS	447				hypothetical protein
COOAFFBM_04739	CDS	252				hypothetical protein
COOAFFBM_04740	CDS	1266				hypothetical protein
COOAFFBM_04741	CDS	594				hypothetical protein
COOAFFBM_04742	CDS	1215				hypothetical protein
COOAFFBM_04743	CDS	2145				hypothetical protein
COOAFFBM_04744	CDS	1008				hypothetical protein
COOAFFBM_04745	CDS	1215				hypothetical protein
COOAFFBM_04746	CDS	390				hypothetical protein
COOAFFBM_04747	CDS	462				hypothetical protein
COOAFFBM_04748	CDS	564				hypothetical protein
COOAFFBM_04749	CDS	651				hypothetical protein
COOAFFBM_04750	CDS	573	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
COOAFFBM_04751	CDS	1032	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
COOAFFBM_04752	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
COOAFFBM_04753	CDS	816	metQ		COG1464	D-methionine-binding lipoprotein MetQ
COOAFFBM_04754	CDS	405	rcsF			Outer membrane lipoprotein RcsF
COOAFFBM_04755	CDS	708	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
COOAFFBM_04756	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
COOAFFBM_04757	CDS	582				hypothetical protein
COOAFFBM_04758	CDS	780	folP_2	2.5.1.15	COG0294	Dihydropteroate synthase
COOAFFBM_04759	CDS	348	emrE_3		COG2076	Multidrug transporter EmrE
